לקוח,שם לקוח,תקן,תיאור,אחראי לביצוע,שם אחראי,אגף,גירסה,תאריך הוצאה,תאריך עדכון אחרון,פעיל, , , 
7930,ITP GROUP,SDF-024,COMPONENT TRACEABILITY,112102,רז שלמה,,3,06/09/2004,06/09/2004,Active,,,
7930,ITP GROUP,SDF-025,CONTROL OF MANUFACTURING PLANS,105155,הרוש ציון,,3,14/03/2007,28/01/2013,Active,,,
7930,ITP GROUP,SDF-027,APPROVAL OF SOURCE,112102,רז שלמה,,3,28/06/2004,28/01/2013,Active,,,
7930,ITP GROUP,SDG-001,DRAFTING STANDARDS,105155,הרוש ציון,14,2,05/02/2004,17/01/2018,Active,,,
7930,ITP GROUP,SDG-110,IDENTIFICATION AND MONITORING FOR KEY CHARACTERISTICS,,,,1,20/11/2017,20/11/2017,Active,,,
7930,ITP GROUP,SDI 017,Component Proving Process Engineeing Requirements,,,,2,01/05/2003,27/11/2017,Active,,,
7930,ITP GROUP,SIP 004,Specific inspection procedure for MTR 390E Disc stg 1,,,,5,18/07/2008,18/07/2008,Active,,,
7930,ITP GROUP,SIP 005,Specific inspection procedure for MTR 390E Disc stg 2,88500,לפיד אלדד,,6,18/07/2008,07/10/2009,Active,,,
7930,ITP GROUP,SMC 003,MATERIALS AND PROCESSES APPROVAL VALIDATION AND CONTROL OF FLASH WELDED RING PARTS,106815,וולפמן בוריס,,1,06/10/2006,06/10/2006,Active,,,
7930,ITP GROUP,SMC 005,STRESS RUPTURE TESTING,106815,וולפמן בוריס,,2,26/07/2005,26/07/2005,Active,,,
7930,ITP GROUP,SMC 006,GENERAL REQUIREMENTS FOR MATERIAL TESTING,106815,וולפמן בוריס,,2,15/02/2005,15/02/2005,Active,,,
7930,ITP GROUP,SMC 008,APPROVAL VALIDATION AND CONTROL OF REMELT STOCK FOR CAST PARTS,106815,וולפמן בוריס,,1,10/05/2004,10/05/2004,Active,,,
7930,ITP GROUP,SMC-001,APPROVAL VALIDATION AND CONTROL OF CAST PARTS,112102,רז שלמה,,4,27/11/2013,27/11/2013,Active,,,
7930,ITP GROUP,SMC-019,IN718 CASTING MANUFACTURING PROCESS MECHANICAL PROPERTIES,105155,הרוש ציון,,2,09/08/2017,07/10/2019,Active,,,
7930,ITP GROUP,SMM 001,MICROSTRUCTURAL STANDARD,113522,נפמן אוראל,,1,12/02/2004,12/02/2004,Active,,,
7930,ITP GROUP,SMM 004,MICROSTRUCTURAL STANDARD,106815,וולפמן בוריס,,1,30/06/2004,30/06/2004,Active,,,
7930,ITP GROUP,SMM 012,Microstructural standards for EDM,,,,3,26/01/2015,26/01/2015,Active,,,
7930,ITP GROUP,SMM 014,CAST IN718,105155,הרוש ציון,,3,22/07/2010,26/05/2016,Active,,,
7930,ITP GROUP,SMM 102,NICKEL ALLOY CORROSION AND HEAT RESISTANT WELDING WIRE,110932,שר יעקב,12,1,08/06/2005,08/06/2005,Active,,,
7930,ITP GROUP,SMM 710,IN718 REMELTING STOCK AND PRECISION CASTINGS,106815,וולפמן בוריס,,4,04/10/2016,04/10/2016,Active,,,
7930,ITP GROUP,SMM 735,Alloy IN-738LC remelting stock and precision castings,105155,הרוש ציון,14,3,26/04/2017,28/03/2018,Active,,,
7930,ITP GROUP,SMM-003,"ELECTRON VACANCY NUMBER (Nv)
CALCULATION",105155,הרוש ציון,,1,23/02/2004,23/02/2004,Active,,,
7930,ITP GROUP,SMM-006,CONVENTIONALLY SOLIDIFIED CASTING IN Ni-9.5W-9.2Co,106815,וולפמן בוריס,,2,08/01/2015,08/01/2015,Active,,,
7930,ITP GROUP,SMM-008,MACROSTRUCTURAL STANDARD,105155,הרוש ציון,,1,03/05/2004,03/05/2004,Active,,,
7930,ITP GROUP,SMM-010,MACROSTRUCTURAL STANDARD CONVENTIONALLY SOLIDIFIED BLADES,106815,וולפמן בוריס,,1,25/05/2004,25/05/2004,Active,,,
7930,ITP GROUP,SMM-703,IN 713 LC ALLOY REMELTING STOCK AND PRECISION CAST TURBINE BLADES,,,,3,26/07/2005,26/07/2005,Active,,,
7930,ITP GROUP,SMM-704,C1023 REMELTING STOCK AND PRECISION CASTING,105155,הרוש ציון,,6,31/10/2006,09/12/2010,Active,,,
7930,ITP GROUP,SMM-742,IN792 MOD 5A ALLOY REMELTING STOCK AND PRECISION CAST TURBINE AEROFOILS,105155,הרוש ציון,,1,28/05/2018,28/05/2018,Active,,,
7930,ITP GROUP,SMP 010,TP400 LPT STAGE 2 AND 3 BLADES,105155,הרוש ציון,,2,03/05/2011,03/05/2011,Active,,,
7930,ITP GROUP,SMP 012,"TP400 LPT STAGE 2 AND 3 VANES IN
C1023 MATERIAL Validation Requirements",112797,יונגמן יותם,,1,17/05/2004,17/05/2004,Active,,,
7930,ITP GROUP,SMP 039,Initial approval and release testing definition for C263 Rolled Rings,105155,הרוש ציון,14,2,16/05/2017,16/05/2017,Active,,,
7930,ITP GROUP,SMP 046,VALIDATION REQUIREMENTS   1 AND2 STAGE CASTING  SEGMENT,105155,הרוש ציון,,3,01/09/2015,01/09/2015,Active,,,
7930,ITP GROUP,SMP 055,"VALIDATION REQUIREMENTS  LPT 1,2 &3 STAGE CASTING SEGMENT",105155,הרוש ציון,,3,01/09/2015,01/09/2015,Active,,,
7930,ITP GROUP,SMP 110,VALIDATION REQUIREMENTS,105155,הרוש ציון,,3,01/09/2015,01/09/2015,Active,,,
7930,ITP GROUP,SMP 128,"Validation Requirements for Trent XWB
TBH Structural Vanes Castings",112797,יונגמן יותם,,1,10/11/2010,10/11/2010,Active,,,
7930,ITP GROUP,SMP 141,VALIDATION REQUIREMENTS FOR PW800 SERIES,105155,הרוש ציון,,2,01/06/2012,01/06/2012,Active,,,
7930,ITP GROUP,SMP 181,Validation requirements: Trent XWB 97K Rear Bearing Housing,105155,הרוש ציון,14,1,26/03/2015,26/03/2015,Active,,,
7930,ITP GROUP,SMP 192,"Validation Requirements for PW Sorella
Inner Case Casting",112797,יונגמן יותם,,1,21/06/2016,21/06/2016,Active,,,
7930,ITP GROUP,SMP 202,VALIDATION REQUIREMENTS STELLA CASTING SEGMENTS,105155,הרוש ציון,,3,18/05/2017,23/10/2017,Active,,,
7930,ITP GROUP,SMP-009,VALIDATION REPUIREMENTS,,,,,29/04/2004,29/04/2004,Active,,,
7930,ITP GROUP,SMP-175,Metallurgical calidation requirements for T1000-TEN LPT Stage 2 to 4 NGV castings,115592,שימרון אלדר,,2,06/12/2015,06/12/2015,Active,,,
7930,ITP GROUP,SMP-192,"Validation Requirements for PW800 Series
Inner Case Casting",112797,יונגמן יותם,,1,21/06/2016,26/09/2016,Active,,,
7930,ITP GROUP,SMP-211,STELLA UPT EQUIAXED NGVs,112797,יונגמן יותם,,2,06/10/2017,15/10/2019,Active,,,
7930,ITP GROUP,SND 002,VISUAL INSPECTION,115592,שימרון אלדר,14,3,31/05/2013,31/05/2013,Active,,,
7930,ITP GROUP,SND 006,FLUORESCENT PENETRANT INSPECTION,112102,רז שלמה,,3,13/05/2012,13/05/2012,Active,,,
7930,ITP GROUP,SND 007,RADIOGRAPHIC INSPECTION,112102,רז שלמה,,4,17/05/2013,17/05/2013,Active,,,
7930,ITP GROUP,SND-014,DIGITAL RADIOGRAPHIC INSPECTION,112797,יונגמן יותם,,1,24/08/2016,24/08/2016,Active,,,
7930,ITP GROUP,SPE 002,SPECIFICATION OF CHEMICAL MILLING OF TITANIUM ALLOY,111534,רוזנשטיין צ'רלס,22,1,10/01/2003,10/01/2003,Active,,,
7930,ITP GROUP,SPE 007,ABRASIVE BLASTING,88500,לפיד אלדד,,1,31/03/2004,31/03/2004,Active,,,
7930,ITP GROUP,SPE 009,HOT ISOSTATIC PRESSING,116301,רוד דן,,2,22/05/2014,22/05/2014,Active,,,
7930,ITP GROUP,SPE 013,DIMENSIONAL CORRECTION PROCEDURES FOR CASTINGS,105155,הרוש ציון,,1,02/03/2004,02/03/2004,Active,,,
7930,ITP GROUP,SPE 014,Component protection,111203,שמעיה עמי,,2,19/12/2013,19/12/2013,Active,,,
7930,ITP GROUP,SPE 017,Cleaning and degreasing using non-halogenated organic solvents,,,,1,02/09/2004,02/09/2004,Active,,,
7930,ITP GROUP,SPE 022,SALVAGE WELDING OF STEEL NICKEL AND COBALT BASED CASTINGS,110932,שר יעקב,12,4,10/09/2007,10/09/2007,Active,,,
7930,ITP GROUP,SPE 031,Packaging of components,111203,שמעיה עמי,,3,19/12/2013,19/12/2013,Active,,,
7930,ITP GROUP,SPE 035,CHEMICAL ETCHING OF NICKEL AND STEEL ALLOY,112052,גור מיטל,,3,16/07/2009,05/12/2019,Active,,,
7930,ITP GROUP,SPE 044,ELECTRON BEAM WELDING,110932,שר יעקב,12,1,19/05/2004,19/05/2004,Active,,,
7930,ITP GROUP,SPE 053,SURFACE FINISHING OF COMPONENTS,88500,לפיד אלדד,,3,03/01/2007,03/01/2007,Active,,,
7930,ITP GROUP,SPE 500,TECHNICAL CONTROL OF MANUFACTORING PROCESS,307,דיין משה,,4,15/08/2004,16/12/2016,Active,,,
7930,ITP GROUP,SPE 502,WELDING PERSONNEL QUALIFICATION,110932,שר יעקב,12,1,12/06/2004,12/06/2004,Active,,,
7930,ITP GROUP,SPE 503,Non destructive testing control,107292,ויימן איגור,22,3,17/05/2013,17/05/2013,Active,,,
7930,ITP GROUP,SPE 506,CONTROL OF THERMAL PROCESSING EQUIPMENT,116301,רוד דן,,6,01/02/2013,01/02/2013,Active,,,
7930,ITP GROUP,SPE 508,CONTROL OF THE PROCUREMENT OF MATERIALS,105114,שוורץ רפאל,,5,12/11/2013,12/11/2013,Active,,,
7930,ITP GROUP,SPE 510,LABORATOTY APPROVAL PROCEDURE FOR CONSUMABLE MATERIALS,111534,רוזנשטיין צ'רלס,,1,23/02/2005,23/02/2005,Active,,,
7930,ITP GROUP,SPE 512,NDT MODEL METHOD FOR CAST TURBINE BLADES,112797,יונגמן יותם,,1,05/12/2005,05/12/2005,Active,,,
7930,ITP GROUP,SPE-020,REMOVAL OF CORE MATERIALS,105155,הרוש ציון,,1,28/04/2004,28/04/2004,Active,,,
7930,ITP GROUP,SQC 002,ACCEPTANCE CRITERIA FOR NICKEL BASE CASTING SEGMENTS,112797,יונגמן יותם,,5,10/11/2009,10/11/2009,Active,,,
7930,ITP GROUP,SQC 004,TP400 LPT STAGE 2 AND 3 BLADES,105155,הרוש ציון,,5,21/11/2013,21/11/2013,Active,,,
7930,ITP GROUP,SQC 006,"TP400 LPT STAGE 2 AND 3 VANES IN
C1023 MATERIAL Component Acceptance Criteria",112797,יונגמן יותם,,3,21/10/2005,07/08/2015,Active,,,
7930,ITP GROUP,SQC 023,ACCEPTANCE CRITERIA FOR MTR 390E Disc stg,,,,1,07/04/2006,07/04/2006,Active,,,
7930,ITP GROUP,SQC 024,ACCEPTANCE CRITERIA FOR MTR 390E Disc stg 2,88500,לפיד אלדד,,2,07/04/2006,07/10/2009,Active,,,
7930,ITP GROUP,SQC 040,Component acceptance criteria: PW800 Series MTF Bearing Hub Casting,105155,הרוש ציון,14,3,10/09/2015,10/09/2015,Active,,,
7930,ITP GROUP,SQC 043,PW800 SERIES INNER CASE CASTING ACCEPTANCE,105155,הרוש ציון,,2,17/09/2015,17/09/2015,Active,,,
7930,ITP GROUP,SQC 060,"Component Acceptance Criteria
PW Sorella Inner Case Casting",112102,רז שלמה,,1,10/06/2016,10/06/2016,Active,,,
7930,ITP GROUP,SQC 069,"Component Acceptance Criteria
STELLA UPT EQUIAXED NGVs",105155,הרוש ציון,,2,07/09/2017,14/01/2019,Active,,,
7930,ITP GROUP,SUPPORT MANUAL,ITP SUPPLIER'S MANUAL,116145,דפרין חיים,,11,01/03/2010,10/06/2019,Active,,,
7930,ITP GROUP,WPS 102,HEAT TREATMENT AND MATERIAL INSPECTION,,,,8,01/11/1977,01/11/1977,Active,,,
7930,ITP GROUP,WPS 200,WORKS PROTECTIVE FINISH TO DART IMPELLERS,,,,2,02/03/1960,02/03/1960,Active,,,
